book,text,line_num
A Study In Scarlet,"borne along pleasantly enough in Elder Stangerson's waggon, a retreat",2971
A Study In Scarlet,"which she shared with the Mormon's three wives and with his son, a",2972
A Study In Scarlet,"headstrong forward boy of twelve. Having rallied, with the elasticity",2973
A Study In Scarlet,"of childhood, from the shock caused by her mother's death, she soon",2974
A Study In Scarlet,"became a pet with the women, and reconciled herself to this new life",2975
A Study In Scarlet,in her moving canvas-covered home. In the meantime Ferrier having,2976
A Study In Scarlet,"recovered from his privations, distinguished himself as a useful",2977
A Study In Scarlet,guide and an indefatigable hunter. So rapidly did he gain the esteem,2978
A Study In Scarlet,"of his new companions, that when they reached the end of their",2979
A Study In Scarlet,"wanderings, it was unanimously agreed that he should be provided with",2980
A Study In Scarlet,"as large and as fertile a tract of land as any of the settlers, with",2981
A Study In Scarlet,"the exception of Young himself, and of Stangerson, Kemball, Johnston,",2982
A Study In Scarlet,"and Drebber, who were the four principal Elders.",2983
A Study In Scarlet,,2984
A Study In Scarlet,On the farm thus acquired John Ferrier built himself a substantial,2985
A Study In Scarlet,"log-house, which received so many additions in succeeding years that",2986
A Study In Scarlet,"it grew into a roomy villa. He was a man of a practical turn of mind,",2987
A Study In Scarlet,keen in his dealings and skilful with his hands. His iron,2988
A Study In Scarlet,constitution enabled him to work morning and evening at improving and,2989
A Study In Scarlet,tilling his lands. Hence it came about that his farm and all that,2990
A Study In Scarlet,belonged to him prospered exceedingly. In three years he was better,2991
A Study In Scarlet,"off than his neighbours, in six he was well-to-do, in nine he was",2992
A Study In Scarlet,"rich, and in twelve there were not half a dozen men in the whole of",2993
A Study In Scarlet,Salt Lake City who could compare with him. From the great inland sea,2994
A Study In Scarlet,to the distant Wahsatch Mountains there was no name better known than,2995
A Study In Scarlet,that of John Ferrier.,2996
A Study In Scarlet,,2997
A Study In Scarlet,There was one way and only one in which he offended the,2998
A Study In Scarlet,susceptibilities of his co-religionists. No argument or persuasion,2999
A Study In Scarlet,could ever induce him to set up a female establishment after the,3000
A Study In Scarlet,manner of his companions. He never gave reasons for this persistent,3001
A Study In Scarlet,"refusal, but contented himself by resolutely and inflexibly adhering",3002
A Study In Scarlet,to his determination. There were some who accused him of lukewarmness,3003
A Study In Scarlet,"in his adopted religion, and others who put it down to greed of",3004
A Study In Scarlet,"wealth and reluctance to incur expense. Others, again, spoke of some",3005
A Study In Scarlet,"early love affair, and of a fair-haired girl who had pined away on",3006
A Study In Scarlet,"the shores of the Atlantic. Whatever the reason, Ferrier remained",3007
A Study In Scarlet,strictly celibate. In every other respect he conformed to the,3008
A Study In Scarlet,"religion of the young settlement, and gained the name of being an",3009
A Study In Scarlet,orthodox and straight-walking man.,3010
A Study In Scarlet,,3011
A Study In Scarlet,"Lucy Ferrier grew up within the log-house, and assisted her adopted",3012
A Study In Scarlet,father in all his undertakings. The keen air of the mountains and the,3013
A Study In Scarlet,balsamic odour of the pine trees took the place of nurse and mother,3014
A Study In Scarlet,to the young girl. As year succeeded to year she grew taller and,3015
A Study In Scarlet,"stronger, her cheek more rudy, and her step more elastic. Many a",3016
A Study In Scarlet,wayfarer upon the high road which ran by Ferrier's farm felt,3017
A Study In Scarlet,long-forgotten thoughts revive in their mind as they watched her,3018
A Study In Scarlet,"lithe girlish figure tripping through the wheatfields, or met her",3019
A Study In Scarlet,"mounted upon her father's mustang, and managing it with all the ease",3020
A Study In Scarlet,and grace of a true child of the West. So the bud blossomed into a,3021
A Study In Scarlet,"flower, and the year which saw her father the richest of the farmers",3022
A Study In Scarlet,left her as fair a specimen of American girlhood as could be found in,3023
A Study In Scarlet,the whole Pacific slope.,3024
A Study In Scarlet,,3025
A Study In Scarlet,"It was not the father, however, who first discovered that the child",3026
A Study In Scarlet,had developed into the woman. It seldom is in such cases. That,3027
A Study In Scarlet,mysterious change is too subtle and too gradual to be measured by,3028
A Study In Scarlet,dates. Least of all does the maiden herself know it until the tone of,3029
A Study In Scarlet,"a voice or the touch of a hand sets her heart thrilling within her,",3030
A Study In Scarlet,"and she learns, with a mixture of pride and of fear, that a new and a",3031
A Study In Scarlet,larger nature has awoken within her. There are few who cannot recall,3032
A Study In Scarlet,that day and remember the one little incident which heralded the dawn,3033
A Study In Scarlet,of a new life. In the case of Lucy Ferrier the occasion was serious,3034
A Study In Scarlet,"enough in itself, apart from its future influence on her destiny and",3035
A Study In Scarlet,that of many besides.,3036
A Study In Scarlet,,3037
A Study In Scarlet,"It was a warm June morning, and the Latter Day Saints were as busy as",3038
A Study In Scarlet,the bees whose hive they have chosen for their emblem. In the fields,3039
A Study In Scarlet,and in the streets rose the same hum of human industry. Down the,3040
A Study In Scarlet,"dusty high roads defiled long streams of heavily-laden mules, all",3041
A Study In Scarlet,"heading to the west, for the gold fever had broken out in California,",3042
A Study In Scarlet,"and the Overland Route lay through the City of the Elect. There, too,",3043
A Study In Scarlet,were droves of sheep and bullocks coming in from the outlying pasture,3044
A Study In Scarlet,"lands, and trains of tired immigrants, men and horses equally weary",3045
A Study In Scarlet,"of their interminable journey. Through all this motley assemblage,",3046
A Study In Scarlet,"threading her way with the skill of an accomplished rider, there",3047
A Study In Scarlet,"galloped Lucy Ferrier, her fair face flushed with the exercise and",3048
A Study In Scarlet,her long chestnut hair floating out behind her. She had a commission,3049
A Study In Scarlet,"from her father in the City, and was dashing in as she had done many",3050
A Study In Scarlet,"a time before, with all the fearlessness of youth, thinking only of",3051
A Study In Scarlet,her task and how it was to be performed. The travel-stained,3052
A Study In Scarlet,"adventurers gazed after her in astonishment, and even the unemotional",3053
A Study In Scarlet,"Indians, journeying in with their pelties, relaxed their accustomed",3054
A Study In Scarlet,stoicism as they marvelled at the beauty of the pale-faced maiden.,3055
A Study In Scarlet,,3056
A Study In Scarlet,She had reached the outskirts of the city when she found the road,3057
A Study In Scarlet,"blocked by a great drove of cattle, driven by a half-dozen",3058
A Study In Scarlet,wild-looking herdsmen from the plains. In her impatience she,3059
A Study In Scarlet,endeavoured to pass this obstacle by pushing her horse into what,3060
A Study In Scarlet,"appeared to be a gap. Scarcely had she got fairly into it, however,",3061
A Study In Scarlet,"before the beasts closed in behind her, and she found herself",3062
A Study In Scarlet,"completely imbedded in the moving stream of fierce-eyed, long-horned",3063
A Study In Scarlet,"bullocks. Accustomed as she was to deal with cattle, she was not",3064
A Study In Scarlet,"alarmed at her situation, but took advantage of every opportunity to",3065
A Study In Scarlet,urge her horse on in the hopes of pushing her way through the,3066
A Study In Scarlet,"cavalcade. Unfortunately the horns of one of the creatures, either by",3067
A Study In Scarlet,"accident or design, came in violent contact with the flank of the",3068
A Study In Scarlet,"mustang, and excited it to madness. In an instant it reared up upon",3069
A Study In Scarlet,"its hind legs with a snort of rage, and pranced and tossed in a way",3070
A Study In Scarlet,that would have unseated any but a most skilful rider. The situation,3071
A Study In Scarlet,was full of peril. Every plunge of the excited horse brought it,3072
A Study In Scarlet,"against the horns again, and goaded it to fresh madness. It was all",3073
A Study In Scarlet,"that the girl could do to keep herself in the saddle, yet a slip",3074
A Study In Scarlet,would mean a terrible death under the hoofs of the unwieldy and,3075
A Study In Scarlet,"terrified animals. Unaccustomed to sudden emergencies, her head began",3076
A Study In Scarlet,"to swim, and her grip upon the bridle to relax. Choked by the rising",3077
A Study In Scarlet,"cloud of dust and by the steam from the struggling creatures, she",3078
A Study In Scarlet,"might have abandoned her efforts in despair, but for a kindly voice",3079
A Study In Scarlet,at her elbow which assured her of assistance. At the same moment a,3080
A Study In Scarlet,"sinewy brown hand caught the frightened horse by the curb, and",3081
A Study In Scarlet,"forcing a way through the drove, soon brought her to the outskirts.",3082
A Study In Scarlet,,3083
A Study In Scarlet,"""You're not hurt, I hope, miss,"" said her preserver, respectfully.",3084
A Study In Scarlet,,3085
A Study In Scarlet,"She looked up at his dark, fierce face, and laughed saucily. ""I'm",3086
A Study In Scarlet,"awful frightened,"" she said, naively; ""whoever would have thought",3087
A Study In Scarlet,"that Poncho would have been so scared by a lot of cows?""",3088
A Study In Scarlet,,3089
A Study In Scarlet,"""Thank God you kept your seat,"" the other said earnestly. He was a",3090
A Study In Scarlet,"tall, savage-looking young fellow, mounted on a powerful roan horse,",3091
A Study In Scarlet,"and clad in the rough dress of a hunter, with a long rifle slung over",3092
A Study In Scarlet,"his shoulders. ""I guess you are the daughter of John Ferrier,"" he",3093
A Study In Scarlet,"remarked, ""I saw you ride down from his house. When you see him, ask",3094
A Study In Scarlet,him if he remembers the Jefferson Hopes of St. Louis. If he's the,3095
A Study In Scarlet,"same Ferrier, my father and he were pretty thick.""",3096
A Study In Scarlet,,3097
A Study In Scarlet,"""Hadn't you better come and ask yourself?"" she asked, demurely.",3098
